page;rank;title;publisher
5;260;Adorján-Gyenge-Lakatos-Lőrinczi-Róth-Veit-Csákiné-Luczné-Papp-Szikszainé: 5 év oktatási anyaga: Mérlegképes továbbképzés - Vállalkozási szakterület (2006.,2007.,2008.,2009.,2010.) - Saját képpel;Budapest, 2010
5;261;Peter Härtling - C.N. Parkinson: Mamika (Mayer Gyula rajzaival) + Póni-parádé (Szántó Piroska rajzaival) 2 mű - Saját képpel;Móra Ferenc Könyvkiadó, 1983
5;262;V. Leduc: Le marxisme, est-il depasse?;1946
5;263;ST. GEORG - 1978. Nr. 7;1978
5;264;reiten ST. GEORG 1985 Juli Nr.7.;1985
5;265;Samuel C. Brownstein Mitchel Weiner Sharon Weiner Green: How to Prepare for SAT I - 18th Edition Students'(Barron's);Barron's, 1993
5;266;Gail Sheehy: The Man Who Changed the World: The Lives of Mikhail S. Gorbachev;HarperCollins Publishers, 1990
5;267;Kerényi A.Ödön Magyar Villamos Művek: 2 db Villamosművek üzemi szabályzata: I. A Villmüsz általános ismertetése + VII. Vegyészeti üzemvitel és ellenőrzés;Budapest, 1982
5;268;A Magyar Állami Földtani Intézet évi jelentése 2010 (magyar-angol);Budapest, 2012
5;269;Pataki József: A magyar és román tudományos kapcsolatok történetéhez (Koncz József levelezése Nicolae Densusianuval) - Dedikált;Tudományos Könyvkiadó, 1957
5;270;Payer János (Felelős szerk.): A technika Általános Műszaki szemle magazinja 1978-79;Népszava Lapkiadó Kft., 1979
5;271;Jill Paton Walsh: A Parcel of Patterns;Farrar Straus Giroux, 1992
5;272;Dave Kemper Patrick Sebranek Verne Meyer: All Write (A Student Handbook for Writing and Learning);Houghton Mifflin Company, 2003
5;273;Josef Gingold: Concerto NO. 1 in A minor - for Violin and Piano;International Music Company, 1962
5;274;Eötvös József: A falu jegyzője II. - A magyar irodalom remekei - XIX. század;Népszabadság Könyvek, 2006
5;275;Donald L. Gelpi: The Conversion Experience;1998
5;276;Donna J. Markham: Spiritlinking Leadership;1999
5;277;Dominique Barthélemy O. P.: God and His Image;2004
5;278;Frank Swain: The Universe Next Door - A Journey through 55 Parallel Worlds and Possible Futures;2017
5;279;Tawfeeq Al Hamad: Khalifa bin Salman: A Man and the Rise of a State;1997
5;280;Tüskés Tibor Rudolfné Galamb Éva Seres József: Irodalmi nevelés a tanórán kívül + Helyzetteremtés az anyanyelvi órán (5-8. osztály) + Szépprózai művek elemzése ( 3 kötet );Tankönyvkiadó
5;281;Roule Galette: 3 contes du pére castor - Cd melléklettel;2011
5;282;W. Somerset Maugham - Anna Seghers: 3 regény (Az ördög sarkantyúja - Sör és perec - Színház) + A bizalom (2 mű) - Saját képpel;Európa Könyvkiadó, 1980
5;283;Ballagi Mór (szerk.) Batizfalvi István: Házi kincstár. Protestáns családi lap. 5-dik évfolyam. 6-ik szám. Mártius 17. 1864.;Pest, 1864
5;284;Ballagi Mór (szerk.) Batizfalvi István: Házi kincstár. Protestáns családi lap. 5-dik évfolyam. 8-ik szám. Aprilis 14. 1864.;Pest, 1864
5;285;Modern magyar képzőművészet - A Forgách Hann Erzsébet emlékgyűjtemény kiállítása;Janus Pannonius Múzeum, 1957
5;286;Ballagi Mór (szerk.) Gyárfás Ferenc: Házi kincstár. Protestáns családi lap. 5-dik évfolyam. 22-ik szám. October 28. 1864.;Pest, 1864
5;287;Ballagi Mór (szerk.) Gyárfás Ferenc: Házi kincstár. Protestáns családi lap. 5-dik évfolyam. 25-ik szám. November 11. 1864.;Pest, 1864
5;288;Magyar Gábor (főszerk.): Aquila - A Magyar Madártani Intézet évkönyve 2007-2008 (Vol. 114-115.);2008
5;289;Péter László (szerk.): Somogyi-könyvtári műhely - 1979. július, 18. évf. 1-4. szám;Somogyi Könyvtár, 1979
5;290;Baksay Zoltán: A csepeli munkásosztály harca a kenyérért és szabadságért 1892-1945;
5;291;Írta és szerkesztette: Szabó Illés: Jelen(t)ések könyve - Saját képpel;Pallas Könyvkiadó Kft., 2008
5;292;Gyimesi László (szerk.): 8 db Parlando - zenepedagógiai folyóirat, szórványszámok;Budapest, 2002
5;293;Kalotás Zsolt (szerk.): Aquila - A Magyar Madártani Intézet évkönyve 1991 (XCVIII. évf. Vol. 98.);Madártani Intézet, 1991
5;294;Mary Lee Settle: Learning to Fly - A Writer's Memoir;W.W. NORTON & COMPANY, 2007
5;295;Eötvös József: A nővérek - Elbeszélések (Számozott: 512. sorszám - Eötvös József Művei) - Saját képpel;Magyar Helikon, 1973
5;296;Lernen heute grundstock des wissens für die sekundärstufe 1 und 2 (CD melléklet nélkül) - CD nélkül!;2000
5;297;Dr. habil Ferencz Árpád (szerk.): Erdei Ferenc VI. tudományos konferencia I-III. kötet;Kecskemét, 2011
5;298;A kémia újabb eredményei 1975;Akadémiai Kiadó, 1975
5;299;L. K. Webb: Charles Dickens;Evergreen, 1983
5;300;Celtic Tales with a foreword by Frank Delaney;Tiger Books International, 1990
6;301;R. J. Hercock: The Photographic Recording of Cathode Ray Tube Traces;Ilford Limited, 1947
6;302;Aranyossy Pál (szerk.): Jean-Christophe II. (A hajnal - A virradat);1919
6;303;Lucia Demetrius: A boldog ember halála;Irodalmi Könyvkiadó, Bukarest, 1965
6;304;Dörmögő Dömötör 1993/9.;Ifjúsági Lap- és Könyvkiadó, 1993
6;305;Chaim Bermant Michael Weitzman: A revelation in archeology;Times Books, 1979
6;306;Cs. Szabó LÁszló: A félhold jegyében - Magyar műhely V. évf. 19. szám (Különlenyomat);1967
6;307;Dr. Daljeet Dr. V. K. Matur Rajeshwari Shah: Fragrance in colour;2003
6;308;Bettie B. Youngs Ph.D.: Taste-Berry Tales;1998
6;309;Kramerhofer Szilvia Farkas Zsuzsa: A győri vaskakas igaz legendája;Győr, 2011
6;310;Amanda O'Neill: The Beginner's Guide to Drawing Cartoons - A Step-by-step Guide to Drawing Fantastic Cartoons;Paragon House, 2004
6;311;B&H Angel: Mennyei szerelem szimfóniája;
6;312;James Douglas Barron: She's Had a Baby - And I'm Having a Meltdown;William Morrow and Company, 1999
6;313;Péchy Tamás (főszerk.): Madártávlat - IX. évf. 5. szám (2002. szeptember-október);Magyar Madártani és Term. Egy., 2002
6;314;Péchy Tamás (főszerk.): Madártávlat - X. évf. 4. szám (2003. július-augusztus);Magyar Madártani és Term. Egy., 2003
6;315;Péchy Tamás (főszerk.): Madártávlat - X. évf. 6. szám (2003. november-december);Magyar Madártani és Term. Egy., 2003
6;316;Dr. Harrach József (szerk.): Magyar Arion I. Vegyeskarú énekek gyűjteménye iskolai használatra;Lampel Róbert
6;317;Marilyn E. Bishop: Religion and Disability;Sheed & Ward, 1995
6;318;Ronald Ridout Stanley Mason: Modern English Structures 3.;Macmillan, 1970
6;319;Johann W. Goethe H. Düntzer (Herausgeber): Goethes Werke. Illustrirt von ersten deutschen Künstlern. Band 3. (Goethe művei. Az első német művészek illusztrálták. 3. kötet.) - Saját képpel;Deutsche Verlags-Anstalt, 1882
6;320;Scot P. Hillier: Microsoft SharePoint: Building Office 2003 Solutions;2004
6;321;Dan Rhodes: Anthropology: And a Hundred Other Stories;CANONGATE, 2010
6;322;Tim Crosby E. G. White Gena Cowen: God's Answers to Your Questions + He Taught Love + Peace Above the Storm (3 kiadvány);...
6;323;Csáki Csaba (szerk.): Society and economy in central and eastern Europe 2015/2;Corvinus Kiadó, 2015
6;324;Csáki Csaba (szerk.): Society and economy in central and eastern Europe 2013/3;Corvinus Kiadó, 2013
6;325;Csáki Csaba (szerk.): Society and economy in central and eastern Europe 2011/1;Corvinus Kiadó, 2011
6;326;Schmidt Egon (főszerk.): Túzok (Madártani Tájékoztató) - 1. évf. 3. szám (1996. szeptember);Magyar Madártani és Term. Egy., 1996
6;327;Donald L. Harnett: Statistical Methods Third Edition;1982
6;328;Bernard J. Rice - Jerry D. Strange: Ordinary Differential Equations with Applications;1986
6;329;2 db könyv, Írószemmel 1981, Írószemmel 1983;Kossuth Kiadó
6;330;Lineáris integrált áramköri mérések I.;
6;331;Sárfalvi Béla szerk.: Európa I. - Az Európai tőkés országok gazdaságföldrajza;EÖTVÖS LORÁND TUDOMÁNYEGYETEM, 1976
6;332;Riccardo Poli William B. Langdon Nicholas Freitag McPhee: A Field Guide to Genetic Programming;2008
6;333;Bozsik Sándorné: A szakszervezeti mozgalom főbb kérdései Borsod megyében a népi demokratikus forradalomban;1988
6;334;Günther Niethammer: Handbuch der Vögel Mitteleuropas Band 1 - Gaviiformes - Phoenicopteriformes;Akademische Verlagsgesellsch., 1966
6;335;Günther Niethammer Urs. N. Glutz von Blotzheim: Handbuch der Vögel Mitteleuropas Band 2-3 - Anseriformes I-II.;Akademische Verlagsgesellsch., 1968
6;336;Hrubos Ildikó: A felsőoktatás intézményrendszerének átalakulása;Aula Kiadó, 2006
6;337;Etudes Balkaniques 3 - Balkán -tanulmányok 3 (több nyelvű);
6;338;"Andor Csaba (szerk.): 4 db kötet ""Madách Könyvtár"" sorozatból (14.,24.,32.,49.): Madách Imre:Az ember tragédiája-II.szövegváltozatok, kommentárok+Bárdos József:Szabadon bűn és erény közt-Az ember tragédiája értelmezési kísérlete+Bódi Györgyné:A legújabb Madách-irodalom(1993-20 - újszerű";Madách Irodalmi Társaság
6;339;Völgyi Lajos (Szerk.): SióPart 2018/2;2018
6;340;by Eva Jónai Grafikus Tényi Katalin: Jonai Silhouettes (Book I-II.) - A multi-modal language foundation system for Groups of Children (Ariadné Könyvek);Tankönyvkiadó, 1990
6;341;Geoffrey Broughton: Know Your English Blue Level Book A;Hutchinson Ltd., 1976
6;342;Farkas András: A misztérium;Szerzõi kiadás, 1993
6;343;Hans Bub: Kennzeichen und Mauser europäischer Singvögel (2. Teil) - Stelzen, Pieper und Würger;A. Ziemsen Verlag, 1981
6;344;Sang H. Kim: Martial Arts After 40;2000
6;345;Don Aspden Henry C. Pitz: Barney's Barges - Saját képpel;New York, 1944
6;346;A Magyarországi Ev. Református Egyház Egyetemes Konventje Budapesten, 1935 május 1-2. napjain tartott ülésének jegízőkönyve;Bethlen Gábor Irod. és Nyomda, 1935
6;347;Donald A. Mackenzie: South Seas Myths And Legends;Senate, 1996
6;348;4-ik tánc és nóta album;Zeneműkiadó
6;349;Plutarco: Le vite di nici e di crasso;1993
6;350;Ismeretlen Szerző: Wildlife Photographer of the year - Highlights volume 4;2018
6;351;"Tallár Ferenc - Köves Erzsébet - Halász László: Három ""Gyorsuló idő"": 1. Két tételben (Variációk a demokráciáról) + 2. Az orosz dilemma + 3. Mi fér meg az emberben? - Saját képpel";Magvető Könyvkiadó, 1987
6;352;Hugo Hurter (H. Hurter S. J.): Medulla Theologiae Dogmaticae;Parisiis, 1880
6;353;Eugenio Cazzani: Castiglione Olona Nella Storia e nell'arte;EDIZIONI EIO, 1958
6;354;William A. Beckham: The Second Reformation;1984
6;355;10 db vallásos témájú könyv:Bibliai kislexikon+Loew:Elmélkedések Jézus Krisztusról+Hozé:Küzdelem+Deursen:A biblia világa képekben+Dr.Cserháti:Másokért élünk+Dr.Cserháti:Talákozás Istennel I-III.+Jelenits:Betű és lélek+Zarándokkönyv;
6;356;Volodia Teitelboim: Antes del olvido I-II (Un Muchacho del Siglo Veinte, Un Hombre de Edad Media);Editorial Everest, 1997
6;357;Chaim Raphael: A Feast of History (Angol, részben héber nyelvű);Weidenfeld and Nicolson
6;358;Robert E. Collin: Balzac;1970
6;359;Gérard Genette: Figures I;Éditions Du Seuil, 1966
6;360;Carles M. Canals: Sabiduría Práctica 50 anos del Iese;2009
7;361;H. R. Ghosal: An Outline Story of the Indian People;Publications Division, 1966
7;362;Karl May: Winnetou I, III (töredék);KARL MAY VERLAG
7;363;Friedrich Schiller: Schillers Werke in zwölf Bänden I-IV.;Knaur
7;364;Collegium biologicum 2/1998 - saját képpel;1998
7;365;Meredith Nicholson: Az ezer gyertyák háza I-II.;Tolnai Nyomda És Kiadó
7;366;Tranoscius: Rozprávaj mi o viere, cseh nyelvű kiadás (Mesélj a hitről);..., 1990
7;367;James L. Farrell Jr.: Portfolio management - Theory and Application - Second edition;1997
7;368;Danielle C. Lapp: Nichts mehr vergessen. Neuer Schwung für graue Zellen;Mosaik Verlag, 1996
7;369;Gát József Orlandus de Lassus: 24 motette a due voci;Editio Musica
7;370;B. Masmoudi: Le village oublié;Enterprise National Du Livre, 1983
7;371;Barbara Rush: The Lights of Hanukkah: A Book of Menorahs - A Hanuka fényei: Menorák könyve;Stewart, Tabori&Chang, 2003
7;372;W. Pattermann: Practical English - How to put it in German;Hölder-Pilcher-Tempsky Verlag, 1946
7;373;Szíves Sándor: A Skorpió jegyében - saját képpel;Dacia Könyvkiadó, 1974
7;374;Középiskolai Matematikai és Fizikai Lapok 67.évfolyam 1.szám 2017/1;...
7;375;Marion Weber: Papierkunst in 3-D;Ravensburger, 2001
7;376;Sacy von Blondel (Megyery Sári): Játékszerelem (Emlékek és portrék) + A szerelem a szerelmesé (2 mű);
7;377;Ajtay Zoltán (szerk.): Karsztvíz elleni védekezés a bányaüzemekben - Saját képpel;1954
7;378;Tordon Ákos Szerk.: Kindelmann Győző: Körülöttem forgott a világ;Szent István Társulat, 2000
7;379;C. Roe Goddard - Patrick Cronin - Kishore C. Dash (Editor): International Political Economy (State-Market Relations in a Changing Global Order);Palgrave, 2003
7;380;Auguste Cherbonneau: Dictionnaire Arabe-Francais I-III.: Arabe-Francais I. + Arabe-Francais II. + Francais-Arabe;
7;381;Stolmár G. Ilona: Az asszony, a halál, és a szeretet (Bakallár József festőművész illusztrációival) - Saját képpel;Szerzői Kiadás, 1992
7;382;Gillian Porter-Ladousse: Language Issues - A course for advanced learners - Teacher's Book;Longman, 1998
7;383;Felicity O'Dell: English Panorama 1 - A course for advanced learners - Teacher's Book;Cambridge University Press, 1997
7;384;Bonyháti Jolán-Méliusz József-Szász János (szerk.): A Korunk irodalma I. - A Korunk költészete - Saját képpel;Irodalmi Könyvkiadó, Bukarest, 1967
7;385;Dr. Balogh György (szerk.): Üzemi utasítás a Warszawa tipusú személygépkocsihoz (46 ábrával) - Saját képpel;Közdok, 1959
7;386;Benedek István Gábor (főszerk.): Remény - Zsidó társadalmi, közéleti, kulturális folyóirat (5. évf. 3. szám, 2002. ősz);Magyarországi Zsidó Hitközségek Szövetsége, 2002
7;387;Helen Gordon: Being a Writer;2017
7;388;J. K. Brierley Ford.: Berényi Gábor: Biológia és társadalmi válság - Saját képpel;Gondolat Kiadó, 1973
7;389;Frank paolo: How To Make a Great Presentation In 2 Hours;1993
7;390;A Problem for the Baby Ponies;Hasbro, 1989
7;391;Konja Miklós: Sombreródon fekete szalagot fúj a szél... (Rekviem egy szerelmes örömlányért);NOVUM PUBLISHING KFT, 2016
7;392;Gömbös Ervin (szerk.): A kisebbségek jövője a globalizálódó világban;2016
7;393;3 db-os könyvcsomag: Fenyőfa- A karácsony csodája/ Karácsony-Az ünnep varázsa/ Szenteste- A szeretet ünnepi;Lazi Kiadó
7;394;Vámos Éva: Német-magyar kapcsolatok a természettudományokban, különös tekintettel a kémiára, az élelmiszerkémiára és a vegyiparra (1867-1914);1994
7;395;Egyeki Sándor: A mezőgazdasági bérpolitika fejlődése;Népszava, 1948
7;396;Fehér György (Szerk.): Agrártörténeti Szemle - Historia Rerum Rusticarum (XLII. évf. 2000. 1-2. szám);Magyar Mezőgazdasági Múzeum, 2000
7;397;Magyar György szerk.: A mezőgazdasági szövetkezetek 1991. évi gazdálkodása (MOSZ információk 5.);1992
7;398;Peter J. Murray: Mokee Joe: The Doomsday Trail;Hodder Children's Books
7;399;Margaret A. Epp: Vicki Arthur;Moody Press, 1956
7;400;Dr. Sümegi László: A szenek hamujáról;Stádium Sajtóvállalat Rt., 1940
7;401;Ismeretlen Szerző: I garzantini Italiano;..., 2010
7;402;Erdődi József: Néhány szó a szociolingvisztika kezdeteiről - Dedikált;Akadémiai Kiadó
7;403;Rt Hon C. R. Attlee M.P. Rt Hon Sir Archibald Sinclair M. P. Sir John J. Withers M. P.: Why Rents and Rates are High;1938
7;404;Tóth Tibor: A szocializált mezőgazdasági nagyüzemek az igali járásban (1919);1970
7;405;Jinny Johnson: 100 infos á connaitre les mammiféres;2015
7;406;"Petőcz Pál: A politikai katolicizmus ""reformnemzedéke"" - Dedikált";1964
7;407;Jane Ritter: Home FUN Booklet 4 - 2 o. kitöltve tollal;Cambridge University Press, 2017
7;408;Brockhaus F.A. Brockhaus: Conversations lexikon 1-16 kötetben 1851 X. kiadás - Allgemeine Deutsche Real- Enciklopadie für die gebildeten Stande. - 1851-es;Leipzig
7;409;A XX. század gyermeke voltam - Dedikált! - Dedikált! - Dedikált;Miskolc, 2011
7;410;Házi kincstár. Protestáns családi lap. 5-dik évfolyam. 4-ik szám. Február 18. 1864.;Pest, 1864
7;411;William T. Anderson: The Story of the Wilders;Magánkiadás
7;412;Ballagi Mór (szerk.) Batizfalvi István: Házi kincstár. Protestáns családi lap. 5-dik évfolyam. 7-ik szám. Mártius 31. 1864.;Pest, 1864
7;413;Batizfalvi István Ballagi Mór (szerk.): Házi kincstár. Protestáns családi lap. 5-dik évfolyam. 9-ik szám. Aprilis 28. 1864.;Pest, 1864
7;414;Ballagi Mór (szerk.) Batizfalvi István: Házi kincstár. Protestáns családi lap. 5-dik évfolyam. 20-ik szám. September 30. 1864.;Pest, 1864
7;415;Ballagi Mór (szerk.) Gyárfás Ferenc: Házi kincstár. Protestáns családi lap. 5-dik évfolyam. 21-ik szám. October 14. 1864.;Pest, 1864
7;416;John P. Mackintosh: The Government and Politics of Britain - 3rd (revised) edition;Hutchinson University Library, 1974
7;417;Hans Bub: Kennzeichen und Mauser europäischer Singvögel (3. Teil) - Seidenschwanz, Wasseramsel, Zaunkönig, Braunellen, Spötter, Laubsänger, Goldhähnchen (Bombycillidae, Cinclidae, Troglodytidae, Prunellidae, Sylviidae I);A. Ziemsen Verlag, 1984
7;418;Mary Engelbreit: Life is just a chair of bowlies;Andrews and McMeel, 1992
7;419;Hans Bub: Vogelfang und Vogelberingung Teil I-II.;A. Ziemsen Verlag
7;420;Fogarasi Béla (szerk.): Magyar Tudományos Akadémia II. Társadalmi-történeti tudományok osztályának közleményei - 1. Általános társadalomtudományi sorozat (I. kötet 1. szám);MTA, 1950
8;421;A Pécsi Pedagógiai Főiskola évkönyve 1958-59;1959
8;422;Efstration Grivas: Grivas Opening Laboratory - Volume 4.;2020
8;423;Urs. N. Glutz von Blotzheim: Handbuch der Vögel Mitteleuropas Band 5 - Galliformes und Gruiformes;Akademische Verlagsgesellsch., 1973
8;424;Urs. N. Glutz von Blotzheim: Handbuch der Vögel Mitteleuropas Band 4 - Falconiformes;Akademische Verlagsgesellsch., 1971
8;425;dr. Körmenydy Emerika Katalin: E jelben győzni fogsz- versszerű gondolatok-válogatás;2006
8;426;Roger A. Arnold: Economics (sixth Edition);
8;427;E. Dennert: Ist Gott tot? Gott - Welt - Mensch? Drei Kernfragen der Weltanschauung naturwissenschaftlich beleuchtet;Halle, 1911
8;428;Weisz FR. Albert: A kereszténység védelme erkölcsi és művelődési szempontból I. kötet;1989
8;429;Rudyard Kipling: A Diversity of Creatures;Macmillan, 1966
