year;page;title;average_score;votes;price;categories;author;publisher;cover_type;publication_year;num_pages;format;code
2002;1;Anastasimatar;5;1;98;Carte Ortodoxa;null;BIZANTINA;Cartonata;2002;454;250 x 175 mm;BIZ973-9492-27-4
2002;1;Geometria tetraedrului - Magdalena Niculescu;0;0;20;Ingineri, Matematica, Fizica, Chimie, Electronica;Magdalena Niculescu;TEHNO-ART;Necartonata;2002;96;240 x 165 x 5 mm;TEA973-85306-3-6
2002;1;Caiet de abilitati practice - Clasa 1 - Mirela Rizea-Marinescu;0;0;18.04;Culegeri Auxiliare;Mirela Rizea-Marinescu;PETRION;Necartonata;2002;56;235 x 165 x 5 mm;SIG973-9470-59-9
2002;1;Tratat de cardiologie Vol.1 - Costin Carp;0;0;193.6;Medicina;Costin Carp;NATIONAL;Cartonata;2002;1082;285 x 220 x 46 mm;NAT973-8194-81-4
2002;1;Lumea stiintei, Larousse, viata si ecologia;5;1;35.267;Atlase Enciclopedii;Larousse;RAO;Cartonata;2002;143;270 x 210 mm;RAO973-8175-57-7
2002;1;Arhiva spiritista vol. 1 - B.P. Hasdeu;0;0;42;Parapsihologie;Bogdan Petriceicu Hasdeu;VESTALA;Necartonata;2002;416;200 x 130 mm;VES973-9418-56-2
2002;1;Frumoasa Boldur - Victor Hugo;0;0;15;Literatura Universala;Victor Hugo;EXCELSIOR ART;Necartonata;2002;null;230 x 165 x 4 mm;EXA973-592-054-9
2002;1;Shambala - Victoria LePage;0;0;36.75;Dezvoltare Spirituala;Victoria Lepage;SAECULUM I.O.;Necartonata;2002;304;200 x 130 x 15 mm;SEC973-642-020-5
2002;1;Tratat de drept civil roman Vol.2 - C. Hamangiu, I. Rosetti-Balanescu, Al. Baicoianu;0;0;189.05;Carte Juridica;Ion Rosetti-Balanescu, Alexandru Baicoianu, Constantin Hamangiu;C.H. BECK;Cartonata;2002;800;240 x 175 x 36 mm;ABE978-973-655-215-1
2002;1;Muzica in ceremonialul nuptial din Basarabia - Svetlana Badrajan;0;0;20;Cultura Generala;Svetlana Badrajan;EPIGRAF;Necartonata;2002;236;265 x 225 x 12 mm;EPG9975-903-53-3
2002;1;Drept Comercial Roman Vol. Ii - I. L. Georgescu;0;0;72.485;Legislatie;I. L. Georgescu;C.H. BECK;Necartonata;2002;728;240 x 170;ABE973-655-151-2
2002;1;Datinile noastre la nastere si la nunta - Artur Gorovei;0;0;29;Litere Etnologie;Artur Gorovei;PAIDEIA;null;2002;176;200 x 145 mm;PAI978-606-748-384-0
2002;1;Bibliografia generala a etnografiei si folclorului romanesc 2;0;0;59.85;Litere Critica Literara;null;SAECULUM I.O.;Cartonata;2002;704;245 x 175 x 33 mm;SEC973-642-012-4
2002;1;Cetatile sufletului. Manastiri si schituri basarabene - Pavel Balan;5;1;118;Albume Romania;Pavel Balan;ARC;Cartonata;2002;160;280 x 230 mm;ARC9975-61-256-3
2002;1;Tratat de gramatica a limbii romane Vol.2: Sintaxa - Corneliu Dimitriu;0;0;105.96;Litere Filologie;Corneliu Dimitriu;INSTITUTUL EUROPEAN;Necartonata;2002;754;240 x 165 x 39 mm;INE973-611-221-7
2002;1;Probleme de algebra - Luciana Lupas, Alexandru Lupas;0;0;12;Culegeri Auxiliare;Alexandru Lupas, Luciana Lupas;GIL;Necartonata;2002;160;230 x 150 x 7 mm;GIL973-9238-87-4
2002;1;Bolile importante - Larousse;0;0;26.205;Medicina Pentru Toti;Autor Anonim;RAO;Cartonata;2002;192;230 x 170 x 18 mm;RAO973-8175-52-6
2002;1;Viata sexuala. Larousse;0;0;42.5;Medicina Pentru Toti;null;RAO;Cartonata;2002;192;230 x 170 x 15 mm;RAO973-8175-69-0
2002;1;Ghidul mamei grijulii. Larousse;0;0;42.5;Medicina Pentru Toti;null;RAO;Cartonata;2002;184;230 x 170 x 15 mm;RAO973-8175-72-0
2002;1;O introducere in studiul ecuatiilor diofantiene - Titu Andreescu, Dorin Andrica;0;0;35;Culegeri Auxiliare, Ingineri, Matematica, Fizica, Chimie, Electronica;Titu Andreescu, Dorin Andrica;GIL;Cartonata;2002;198;250 x 170 mm;GIL973-9238-89-0
2002;1;Liturghia-cerul pe pamant. Cugetari mistice despre biserica - Ioan din Kronstadt;0;0;40;Carte Ortodoxa;Ioan De Kronstadt;DEISIS;null;2002;366;200 x 130 mm;DEI973-9344-71-2
2002;1;Robinson Crusoe - Daniel Defoe;0;0;20.9;Literatura Universala;Daniel Defoe;CARTEX;Necartonata;2024;240;200 x 130 x 14 mm;CAR978-606-091-176-0
2002;1;3-6 Ani - In gradina de legume;0;0;13.3;Practic Pentru Copii;null;PRUT;null;2002;12;145 x 155 mm;PRU978-9975-69-377-6
2002;1;Sa stii sa te ingrijesti. Larousse;0;0;42.5;Medicina Pentru Toti;null;RAO;Cartonata;2002;192;230 x 170 x 17 mm;RAO973-8175-54-2
2002;2;Invataturi din lumea naturii - John Bunyan;0;0;28;Literatura Universala;John Bunyan;KOINONIA;Cartonata;2002;104;230 x 210 x 12 mm;KOI973-8022-44-4
2002;2;Pedagogia comunicarii - Laurentiu Soitu;0;0;36.99;Psihologie, psihanaliza, logica;Laurentiu Soitu;INSTITUTUL EUROPEAN;Necartonata;2002;280;190 x 140 x 15 mm;INE978-973-611-199-0
2002;2;Grammar and Vocabulary for Cambridge Advanced and Proficiency - Richard Side, Guy Wellman;0;0;190;Culegeri Auxiliare, Engleza;Guy Wellman, Richard Side;PEARSON;Necartonata;2002;288;270 x 220 x 13 mm;EEE978-0-582-51821-6
2002;2;Verdeturi - Maurice Messegue;5;5;3;Terapii Alternative;Maurice Messegue;VENUS;null;2002;80;13X20;VEN973-9024-45-0
2002;2;Ce Gatim, Cum Gatim - Henry-Paul Pellaprat;5;1;5;Bucatarie;Henry Paul Pellaprat;VENUS;Necartonata;2002;270;200 x 130;VEN973-9024-00-1
2002;2;Profesia de relationist - Bernard Dagenais;0;0;9.491;Comunicare Publicitate;Bernard Dagenais;POLIROM;Necartonata;2002;232;205 x 150 mm;POL978-973-6811-42-5
2002;2;Simple povesti - Rudyard Kipling;0;0;7.905;Literatura Universala;Rudyard Kipling;REGIS;Necartonata;2002;176;200 x 130;REG973-8373-55-7
2002;2;How to Teach Vocabulary - Scott Thornbury;0;0;204;Engleza;Scott Thornbury;PEARSON;Necartonata;2002;192;245 x 190 x 10 mm;PON978-0-582-42966-6
2002;2;Teatru - Dumitru Popovici;0;0;33.72;Literatura Romana;Dumitru Popovici;ARPEGGIONE;Necartonata;2002;316;205 x 145 x 20 mm;ARP973-8329-12-4
2003;1;Cuore, inima de copil - Edmondo De Amicis;4.9;16;18.7;Literatura Universala;Edmondo de Amicis;HERRA;Necartonata;2003;320;200 x 130 mm;HRR973-7923-41-3
2003;1;Asa grait-a Zarathustra - Friedrich Nietzsche;0;0;59;Filosofie Universala;Friedrich Nietzsche;HUMANITAS;Necartonata;2024;392;200 x 130 x 32 mm;HUM978-973-50-8483-7
2003;1;Etica nicomahica - Aristotel;4.6;9;30.4;Filosofie Universala;Aristotel;ANTET REVOLUTION;Necartonata;2003;224;200 x 130 mm;ANT973-636-035-0
2003;1;Psaltirea;4.8;25 de;13;Carte Ortodoxa;null;BISERICA ORTODOXA - ALEXANDRIA;Cartonata;2003;446;150 x 110 x 22 mm;BOR973-99838-2-0
2003;1;Cele patru legaminte. Ghid practic - Don Miguel Ruiz, Janet Mills;5;2;46.55;Dezvoltare Spirituala;Janet Mills, Don Miguel Ruiz;MIX;Necartonata;2003;242;160 x 120 mm;MIX973-8471-02-8
2003;1;Cele sapte legi spirituale ale succesului - Deepak Chopra;5;3;18.05;Dezvoltare Spirituala;Deepak Chopra;MIX;Necartonata;2003;112;200 x 130 x 6 mm;MIX973-8471-12-5
2003;1;Emotiile. Cum ne putem elibera de manie, gelozie si teama - Osho;4.4;5;18.05;Dezvoltare Spirituala;Osho;MIX;Necartonata;2003;150;200 x 130 mm;MIX973-8471-05-2*
2003;1;Cele 21 de calitati ale liderului - John C. Maxwell;5;1;28.5;Dezvoltare Profesionala;John C. Maxwell;AMALTEA;Necartonata;2003;154;205X135;AMA973-9397-39-5
2003;1;Viata, amorul, moartea - Arthur Schopenhauer;0;0;20.9;Filosofie Universala;Arthur Schopenhauer;ANTET REVOLUTION;Necartonata;2003;96;200 x 130 mm;ANT973-8203-63-5
2003;1;Legile morale si politice - Pitagora;5;1;33.25;Filosofie Universala;Pitagora;ANTET REVOLUTION;Necartonata;2003;240;200 x 130 mm;ANT973-8203-12-0
2003;1;Joc secund - Ion Barbu;4;1;14.25;Poezie;Ion Barbu;PRUT;Necartonata;2003;176;170 x 115 x 13 mm;PRU9975-69-415-2
2003;1;Marele arcan sau ocultismul revelat - Eliphas Levi;5;1;23.75;Paranormal, Chiromantie;Eliphas Levi;ANTET REVOLUTION;null;2003;160;200 x 130 mm;ANT973-636-046-6
2003;1;Scrieri Vol.1 - Martin Luther;0;0;70;Crestinism;Martin Luther;LOGOS;Cartonata;2003;360;235 x 165 x 28 mm;LOG973-9212-35-2
2003;1;Prima mea carte de limba engleza. Ascunde si ghiceste! - Susan Martineau, Catherine Bruzzone;5;2;18.212;Limbi Straine Copii;Catherine Bruzzone, Susan Martineau;NICULESCU;Necartonata;2003;32;265 x 205 x 3 mm;NIC978-973-748-905-0
2003;1;Farmacie pentru suflet - Osho;5;1;27.55;Minte Corp;Osho;MIX;Necartonata;2003;255;200 x 130 mm;MIX973-8471-10-9
2003;1;Ghid de conversatie roman-englez - Maxim Popp;5;3;37.905;Engleza;Maxim Popp;NICULESCU;null;2003;288;200 x 130 mm;NIC973-568-743-7
2003;1;Excelsior - Alexandru Macedonski;5;1;14.25;Poezie;Alexandru Macedonski;PRUT;Cartonata;2003;184;170 x 115 x 13 mm;PRU9975-69-416-0
2003;1;Vreau sa stiu: Cine si ce mananca - Romanciuc Vasile;5;1;13.3;Atlase, enciclopedii copii;Romanciuc Vasile;PRUT;Cartonata;2003;12;155 x 145 x 1;PRU978-9975-694-27-8
2003;1;Sfintii parinti despre originile si destinul cosmosului si omului - Alexandros Kalomiros;5;6;16;Carte Ortodoxa;Alexandros Kalomiros;DEISIS;Necartonata;2003;248;200 x 130 mm;DEI973-9344-81-X
2003;1;Paharelul cu nectar - Valeriu Anania;5;1;20;Literatura Romana;Valeriu Anania;LIMES;Necartonata;2003;62;200 x 140 mm;LIM973-7907-42-6
2003;1;Critica ratiunii practice - Immanuel Kant;0;0;109;Filosofie Universala;Immanuel Kant;PAIDEIA;Necartonata;2003;164;280 x 220 x 15 mm;PAI973-596-126-1
2003;1;Notiunea de cultura in stiintele sociale - Denys Cuche;0;0;27;Sociologie;Denys Cuche;INSTITUTUL EUROPEAN;Necartonata;2003;184;190 x 140 x 8 mm;INE973-611-232-2
2003;1;Fantoma de la Opera - Gaston Leroux;0;0;54.9;Romane gotice, Literatura franceza;Gaston Leroux;CORINT;Necartonata;2023;320;200 x 130 x 21 mm;COR978-606-088-356-2
2003;1;Sintaxa propozitiei. Limba romana pentru gimnaziu - Maria Peiu;0;0;18.9;Culegeri Auxiliare;Maria Peiu;EMIA;Necartonata;2003;100;150 x 100 mm;EMI978-973-8163-49-2
2003;1;Istoria culturii si civilizatiei, vol. IV, V - Ovidiu Drimba;4.7;3;94.5;Cultura Generala, Civilizatii, Atlase Enciclopedii;Ovidiu Drimba;SAECULUM I.O.;Necartonata;2003;842;200 x 130 mm;SEC973-9211-70-4
2003;1;Transformarea de sine - Richard Jafolla, Mary-Alice Jafolla;0;0;23.75;Dezvoltare Spirituala;Richard Si Mary-Alice Jafolla;MIX;null;2003;164;200 x 130 mm;MIX973-8471-06-0
2003;1;Apa: batalia pentru viata - Yves Lacoste;0;0;38.25;Atlase Enciclopedii;Yves Lacoste;RAO;Necartonata;2003;127;190x140;RAO973-7932-13-7
2003;1;Globalizarea: o singura planeta, proiecte divergente - Bernard Guillochon;0;0;25.5;Atlase Enciclopedii;Bernard Guillochon;RAO;Necartonata;2003;128;190x140;RAO973-7932-17-X
2003;1;Fra Diavolo - Luigi Ugolini;0;0;15;Literatura Universala;Luigi Ugolini;PRUT;Cartonata;2003;178;200 x 150 x 13 mm;PRU978-9975-69-457-5
2003;1;Short Stories + CD - Robert Louis Stevenson, Charles Dickens;0;0;64;Beletristica Limbi Straine;Charles Dickens, Robert Louis Stevenson;BLACK CAT;Necartonata;2003;304;200 x 130 x 22 mm;EEE978-887-754-9372
2003;1;Gulliver's Travels - Jonathan Swift;0;0;42.777;Miscellaneous;Jonathan Swift;VINTAGE PUBLISHING;Paperback / softback;2007;352;198 x 133 x 21;BRT9780099512059
2003;1;Lancelot + CD - Chretien de Troyes;0;0;50;Franceza;Chretien De Troyes;CIDEB;Necartonata;2003;96;210 x 150 x 6 mm;EEE978-88-530-0099-6
2003;1;Secretele budo-ului - John Stevens;0;0;18.05;Dezvoltare Spirituala;John Stevens;MIX;Necartonata;2003;111;200 x 130 mm;MIX973-8471-01-X
2003;1;Crescatoria de rate si gaste - Horst Von Luttitz;0;0;12.04;Animale Pasari;Horst Von Luttitz;MAST;null;2003;175;200 x 130;MAS978-973-1822-27-3
2003;1;Dictionar adjective franceze - Ioan Baciu;0;0;32.99;Franceza;Ioan Baciu;INSTITUTUL EUROPEAN;Necartonata;2003;186;240 x 170 x 8 mm;INE973-611-263-2
2003;1;Carnacki, vanatorul de fantome - William Hope Hodgson;0;0;19.9;Literatura Universala;William Hope Hodgson;ALDO PRESS;Necartonata;2003;170;200 x 130 x 10 mm;SOL973-7945-80-8
2003;1;Misterul camerei galbene - Gaston Leroux;0;0;28.9;Literatura Universala;Gaston Leroux;ALDO PRESS;Necartonata;2003;206;200 x 130 x 12 mm;ALD973-7945-33-6
2003;1;Un alt fel de 1001 de nopti - Robert Louis Stevenson;0;0;31.5;Literatura Universala;Robert Louis Stevenson;ALDO PRESS;Necartonata;2003;304;200 x 130 x 27 mm;ALD973-7945-34-4
2003;1;Dincolo de oras. Seria Sherlock Holmes - Arthur Conan Doyle;0;0;25;Literatura engleza, Literatura Universala;Arthur Conan Doyle;ALDO PRESS;Necartonata;2003;142;200 x 130 mm;ALD978-973-7945-47-1
2003;2;Timpul monumentului istoric - Kazmer Kovacs;0;0;26.36;Arhitectura;Kazmer Kovacs;PAIDEIA;Necartonata;2003;144;200 x 145 x 8 mm;PAI978-973-596-188-6
2003;2;Capriciile destinului - Barbara Delinsky;0;0;19;Literatura Universala;Barbara Delinsky;ORIZONTURI;Necartonata;2003;376;200 x 130 mm;LID973-629-008-5
2003;2;Bibliografia folclorului romanesc 1930-1955 - Ion Muslea;0;0;42;Litere Critica Literara;Ion Muslea;SAECULUM I.O.;Cartonata;2003;288;245 x 175 x 14 mm;SEC973-642-034-5
2003;2;Razboi si putere in secolul 21 - Paul Hirst;0;0;23.75;Politica;Paul Hirst;ANTET REVOLUTION;Necartonata;2003;136;200 x 130 mm;ANT978-973-636-062-6
2003;2;Istoria unui galban - Vasile Alecsandri;0;0;20.99;Literatura Romana;Vasile Alecsandri;ALDO PRESS;Necartonata;2003;86;200 x 130 x 5 mm;ALD973-7945-17-4
2003;2;Teoria si practica intrebuintarii politiei civile in operatiunile de pace ale N.U. - Niculae Neagu;0;0;15.75;Relatii Internationale;Niculae Neagu;TRIUMF;null;2003;384;210 x 150 mm;TRM973-86000-3-0
2003;2;Enciclopedia de Aikido. Vol.1 Arta - Dan Corneliu Ionescu;0;0;56.05;Sport, Dezvoltare Personala;Dan Corneliu Ionescu;MIX;Necartonata;2003;728;240 x 170 mm;MIX973-8471-13-3
2003;2;Filozofia Rozicruciana prin intrebari si raspunsuri. Vol. II - Max Heindel;0;0;29;Spiritualitate;Max Heindel;ROZICRUCIANA;Necartonata;2003;408;200 x 150 mm;ROZ973-99753-2-1
2003;2;Mari si oceane - Anne Lefevre-Balleydier;0;0;25.5;Atlase Enciclopedii;Anne Lefevre-Balleydier;RAO;Necartonata;2003;128;190x140;RAO973-7932-09-9
2003;2;Statele Unite ale Americii o hiperputere? - Jacques Portes;0;0;25.5;Atlase Enciclopedii;Jacques Portes;RAO;Necartonata;2003;128;190x140;RAO973-7932-12-9
2003;2;Clima - Laure Chemery;0;0;38.25;Atlase Enciclopedii;Laure Chemery;RAO;Necartonata;2003;128;190x140;RAO973-7932-15-3
2003;2;Istoria Sociala A Satului Romanesc - Henri H. Stahl;0;0;30;Sociologie;Henri H. Stahl;PAIDEIA;null;2003;null;200 x 150 mm;PAI978-606-748-071-9
2003;2;Invatatura Sfintilor Parinti Despre Boala;0;0;6;Carte Ortodoxa;null;EGUMENITA;null;2003;96;13 x 20 cm;EGU973-7952-92-8
2003;2;Canonul cel mare al Sfantului Andrei Criteanul - Cele sapte plansuri ale Sfantului Efrem Sirul;5;1;7;Carte Ortodoxa;null;BISERICA ORTODOXA - ALEXANDRIA;Necartonata;2003;176;150 x 100 x 8 mm;BOR973-85705-0-6
2003;2;Sarutul;0;0;8.577;Carti In Dar;null;ALL;Cartonata;2003;null;150 x 110 mm;ALL973-86264-8-X
2003;2;Die Nachbarn + CD - Cinzia Medaglia, Achim Seiffarth;0;0;50;Germana, Carti copii in limbi straine;Cinzia Medaglia, Achim Seiffarth;CIDEB;Necartonata;2003;80;210 x 150 x 4 mm;EEE978-88-7754-965-5
2003;2;Tales to Talk About - M. Binchy, A. C. Clarke, K. Chopin;0;0;67;Engleza;Maeve Binchy, Arthur C. Clarke, Kate Chopin;BLACK CAT;Necartonata;2003;168;235 x 165 x 9 mm;EEE978-88-7754-936-5
2003;2;Der honig roman - Eugen Uricaru;0;0;21;Literatura Romana;Eugen Uricaru;ROMANIA PRESS;Necartonata;2003;368;200 x 130 x 17 mm;ROP973-8236-28-2
2003;2;Von mioritza bis zur gegenwart - Matei Albastru;0;0;36.75;Poezie;Matei Albastru;ROMANIA PRESS;Necartonata;2003;400;200 x 125 x 19 mm;ROP973-8236-41-X
2004;1;Aventurile lui Huckleberry Finn - Mark Twain;4.3;3;18;Literatura Universala;Mark Twain;CORINT;Necartonata;2022;352;200 x 130 x 21 mm;COR978-606-782-085-0
2004;1;Padurea norvegiana - Haruki Murakami;4.7;3;49.5;Literatura japoneza, Romane de dragoste, Literatura Universala;Haruki Murakami;POLIROM;Necartonata;2004;351;200 x 130 mm;POL973-681-633-8
2004;1;Matematica - Clasa 9 - Algebra, geometrie, trigonometrie - Marius Burtea, Georgeta Burtea;4;1;35;Culegeri Auxiliare;Marius Burtea, Georgeta Burtea;CARMINIS;Necartonata;2004;328;235 x 165 x 16 mm;CAM973-8418-88-7
2004;1;Centrul singuratatii - Ana Blandiana;5;1;18.895;Poezie;Ana Blandiana;PRUT;Cartonata;2004;184;170 x 115 x 13 mm;PRU9975-69-654-6
2004;1;Masajul terapeutic - Wu O. Tioshi;4;2;19;Masaj Relaxare;Wu O. Tioshi;ANTET REVOLUTION;Necartonata;2004;128;200 x 130 mm;ANT973-636-077-6
2004;1;Calatoriile lui Gulliver - Jonathan Swift;5;3;9.5;Literatura Universala;Jonathan Swift;EDUARD;Necartonata;2023;288;200 x 130 x 13 mm;EDU978-606-571-888-3
2004;1;Psihologia educatiei - Dorina Salavastru;5;8;47.453;Psihologie, psihanaliza, logica;Dorina Salavastru;POLIROM;Necartonata;2004;288;235 x 160 mm;POL973-681-553-6
2004;1;Dictionar englez-roman, roman-englez - Georgeta Nichifor;4.7;3;75.905;Engleza;Gerogeta Nichifor;NICULESCU;Necartonata;2004;712;200 x 130 mm;NIC973-568-738-0
2004;1;Lucrarea - Cornel Constantin Ciomazga;5;1;65;Literatura Romana;Cornel Constantin Ciomazga;CARTEA ACTUALA 3C;Cartonata;2004;320;210 x 135 x 18 mm;CAA973-87180-0-7
2004;1;Nuvele - Ion Luca Caragiale;5;3;11.4;Literatura Romana;Ion Luca Caragiale;HERRA;Necartonata;2004;192;200 x 130 mm;HRR973-7923-61-8
2004;1;Arta vanzarii - Zig Ziglar;4.7;3;33.25;Dezvoltare Profesionala;Zig Ziglar;AMALTEA;Necartonata;2004;null;210 x 140 mm;AMA973-9397-32-8
2004;1;Relatii Publice Si Publicitate - Flaviu Calin Rus;0;0;35.99;Comunicare Jurnalism;Flaviu Calin Rus;INSTITUTUL EUROPEAN;null;2004;236;null;INE973-611-273-X
2004;1;Bolile copilului. Retete si tratamente naturiste - Viorel Olivian Pascanu;5;3;17.1;Alimentatie Sanatate;Viorel Olivian Pascanu;ANTET REVOLUTION;Necartonata;2004;88;200 x 130 mm;ANT978-973-636-101-2
2004;1;Feng shui. Sfaturi pentru o viata mai buna - David Daniel Kennedy;0;0;23.75;Dezvoltare Spirituala;David Daniel Kennedy;MIX;Necartonata;2004;217;200 x 130 mm;MIX973-8471-20-6
2004;1;Organizatia secreta soarele negru - Jan Van Helsing;5;2;30.4;Istorii Secrete;Jan Van Helsing;ANTET REVOLUTION;null;2004;296;200 x 130 mm;ANT973-636-092-X
2004;1;Predici la marile sarbatori - Hierotheos Vlachos;0;0;26;Carte Ortodoxa;Hierotheos Vlachos;EGUMENITA;Necartonata;2004;368;200 x 130 mm;EGU973-7952-34-0
2004;1;Forte irezistibile - Danielle Steel;0;0;19;Romane de dragoste, Carti romantice, Literatura Universala;Danielle Steel;LIDER;Necartonata;2004;304;200 x 130 mm;LID973-9342-90-6
2004;1;Noi marturii despre Parintele Arsenie Boca;5;1;17;Carte Ortodoxa;null;AGATON;null;2004;128;null;AGT973-99739-9-X
2004;1;Pictura, secrete si dezvaluiri - Nadeije Laneyrie-Dagen;5;1;46.75;Arta;Nadeije Laneyrie-Dagen;RAO;null;2004;272;250 x 150 mm;RAO973-7932-23-4
2004;1;Astrologie indiana - Luciana Marinangeli;5;1;27.55;Astrologie;Luciana Marinangeli;ANTET REVOLUTION;Necartonata;2004;200;200 x 130 mm;ANT973-636-100-4
2004;1;Practica picturii in tempera - Daniel V. Thompson;0;0;20;Arta;Daniel V. Thompson;SOPHIA;Necartonata;2004;224;200 x 130 mm;SOP973-8207-99-1
2004;1;Ce trebuie sa stie femeia despre sex? - Alexandra Berger, Andrea Ketterer;0;0;27;Sexualitate;Alexandra Berger, Andrea Ketterer;GEMMA PRES;null;2004;351;130 x 200 mm;GEM973-9398-05-7
2004;1;Suflet De Crin - Povestiri;0;0;14;Carti Pentru Copii;Monahia Parascheva Avadanei;BONIFACIU;null;2004;152;200 x 130 mm;BON978-606-8439-03-7
2004;1;Patericul Georgian;0;0;22;Carte Ortodoxa;null;EGUMENITA;Necartonata;2004;300;200 x130 mm;EGU973-7952-89-8
2004;1;Ne vorbeste Parintele Cleopa 6;5;1;12;Carte Ortodoxa;null;EPISCOPIA ROMANULUI;null;2004;142;200 x 130 mm;EPI973-00000-006
2004;1;Ne vorbeste Parintele Cleopa 7;5;2;12;Carte Ortodoxa;null;EPISCOPIA ROMANULUI;null;2004;142;200 x 130 mm;EPI973-00000-007
2004;1;Practica realizarii sinelui - Volumul I - Paramahamsa Yogananda;4.5;2;39.01;Dezvoltare Spirituala;Paramahamsa Yogananda;RAM;null;2004;224;null;RAM973-7726-03-0
2004;1;Istoria folcloristicii europene - Giuseppe Cocchiara;0;0;24.15;Litere Critica Literara;Giuseppe Cocchiara;SAECULUM I.O.;Necartonata;2004;432;200 x 135 x 17 mm;SEC973-642-059-0
2004;1;In cautarea inspiratiei - O.P. Ghai;5;2;12.5;Dezvoltare Spirituala;O.P. Ghai;MIX;Necartonata;2004;147;200 x 130 mm;MIX973-8471-24-9
2004;1;Scrisori catre Vasile Alecsandri - Ion Ghica;5;1;37.99;Publicistica;Ion Ghica;ALDO PRESS;Necartonata;2004;336;210 x 130 x 19 mm;SOL973-7945-74-3
2004;1;Dezvolta liderii din jurul tau - John C. Maxwell;0;0;28.5;Dezvoltare Profesionala;John Maxwell;AMALTEA;null;2004;190;205 x 135 mm;AMA973-9397-21-2
2004;1;Oamenii si ruinele - Julius Evola;5;1;28.5;Istorii Secrete;Julius Evola;ANTET REVOLUTION;Necartonata;2004;336;200 x 130 mm;ANT973-636-107-1
2004;1;Razvratiti contra regimului - Stefan Tudor;0;0;23.75;Istoria Romanilor;Stefan Tudor;PRUT;Necartonata;2004;128;195 x 145 x 7 mm;PRU9975-69-714-3
2004;1;Kama pura, orasul incantarilor - Aimen Klimmeron;0;0;37.05;Literatura contemporana;Aimen Klimmeron;MIX;Necartonata;2004;680;200 x 130 mm;MIX973-8471-21-4
2004;1;Opere complete 6: Tipuri psihologice - C.G. Jung;5;1;99;Psihologie, psihanaliza, logica;C.G. Jung;TREI;Necartonata;2004;624;210 x 140 x 30 mm;TRE973-707-007-0
2004;1;Cum sa-ti intaresti increderea in tine - Marie Haddou;5;1;39;Psihologie Practica;Marie Haddou;TREI;Necartonata;2004;200;200 x 130 mm;TRE973-8291-69-0
2004;1;Marile civilizatii - Vahe Zartarian;0;0;38;Civilizatii Mitologie;Vahe Zartarian;LIDER;null;2004;304;200 x 130 mm;LID973-629-034-4
2004;1;Cercuri in apa - Bruno Ferrero;0;0;12;Dezvoltare Spirituala;Bruno Ferrero;GALAXIA GUTENBERG;Necartonata;2004;88;180 x 110 mm;GAL973-7919-77-7
2004;1;America sub spectrul terorismului - Corneliu Filip;0;0;21;Memorii Jurnal;Corneliu Filip;AXA;Necartonata;2004;196;220 x 160 x 10 mm;AXA973-660-016-5
2004;2;Parohia - Hristos in mijlocul nostru - Gheorghios D. Metallinos;0;0;30;Carte Ortodoxa;Gheorghios D. Metallinos;DEISIS;Necartonata;2004;204;200 x 130 mm;DEI973-9344-93-3
2004;2;Creativitatea pentru studenti si profesori - Ana Stoica-Constantin;0;0;44;Pedagogie Metodica;Ana Stoica-Constantin;INSTITUTUL EUROPEAN;Necartonata;2004;248;235 x 165;INE978-973-611-307-8
2004;2;Crestinul impaciuitor - Ken Sande;0;0;34.2;Crestinism;Ken Sande;CASA CARTII;Necartonata;2004;302;200 x 130 mm;CCA973-86408-5-7
2004;2;Basmele Istetilor - Eugen B. Marian;0;0;13.95;Literatura Romana;Eugen B. Marian;REGIS;null;2004;null;200 x 150 mm;REG978-606-8674-09-4
2004;2;Vocabulaire et communication - Nicolae-Florentin Petrisor;0;0;10;Franceza;Nicolae-Florentin Petrisor;CARMINIS;Necartonata;2004;120;220 x 150 x 7 mm;CAM973-8418-93-3
2004;2;Sociologia educatiei - Dumitru Popovici;0;0;26.88;Sociologie;Dumitru Popovici;INSTITUTUL EUROPEAN;null;2004;292;61x86;INE973-611-264-0
2004;2;Intalnind beatitudinea - Melita Maschmann;0;0;25;Dezvoltare Spirituala;Melita Maschmann;ALMA SOFT;Necartonata;2004;272;200 x 130 mm;ALS973-87022-0-8
2004;2;Intelepciune la minut - Anthony De Mello;5;2;18.05;Dezvoltare Spirituala;Anthony De Mello;MIX;Necartonata;2004;266;160 x 120 mm;MIX973-8471-16-8
2004;2;Cantecul pasarii - Anthony de Mello;0;0;23.75;Dezvoltare Spirituala;Anthony De Mello;MIX;Necartonata;2004;221;160 x 115 mm;MIX973-8471-22-2
2004;2;Cantarea cantarilor - Melania Daniela Badic;0;0;84;Litere Filologie;Melania Daniela Badic;EMIA;Cartonata;2004;368;210 x 140 x 19 mm;EMI973-8163-95-1
